epoch;accuracy;loss;val_accuracy;val_loss
0;0.07811620086431503;3.6684744358062744;0.04320308193564415;3.2884914875030518
1;0.21228563785552979;2.7538416385650635;0.059988994151353836;3.2780702114105225
2;0.34424111247062683;2.204674482345581;0.07374793291091919;3.2651894092559814
3;0.45735859870910645;1.776594877243042;0.07374793291091919;3.252471685409546
4;0.5479267835617065;1.456464171409607;0.06026417016983032;3.2401113510131836
5;0.6222932934761047;1.2092690467834473;0.08117776364088058;3.2266223430633545
6;0.6859866976737976;1.016262412071228;0.09686296433210373;3.1964566707611084
7;0.7281801700592041;0.8743279576301575;0.10759493708610535;3.13934588432312
8;0.7633350491523743;0.7636711597442627;0.13126032054424286;3.033010244369507
9;0.7901458740234375;0.6729635000228882;0.12272977083921432;3.008965253829956
10;0.813130259513855;0.6021588444709778;0.15657676756381989;2.928675651550293
11;0.8312516212463379;0.5423458218574524;0.1857457309961319;2.711069107055664
12;0.8485026955604553;0.4892694652080536;0.19702807068824768;2.7966206073760986
13;0.8593677878379822;0.44994500279426575;0.2721518874168396;2.500533103942871
14;0.8740721940994263;0.40848493576049805;0.2845349609851837;2.5160608291625977
15;0.8846173286437988;0.3751589059829712;0.3148046135902405;2.4406285285949707
16;0.8935756087303162;0.3467593193054199;0.3274628520011902;2.481370449066162
17;0.9013437628746033;0.32144901156425476;0.3640616536140442;2.3210649490356445
18;0.9092910289764404;0.2978682219982147;0.3753439784049988;2.3652331829071045
19;0.9153186678886414;0.2758662700653076;0.4122179448604584;2.081895112991333
20;0.9200537204742432;0.2607901990413666;0.42157402634620667;2.165743827819824
21;0.926298975944519;0.24223196506500244;0.46587783098220825;1.8720463514328003
22;0.9303301572799683;0.2270379364490509;0.5165107250213623;1.6100749969482422
23;0.9340670704841614;0.2168336659669876;0.5429279208183289;1.5240840911865234
24;0.9379063248634338;0.20234397053718567;0.5555861592292786;1.4705939292907715
25;0.940964937210083;0.19314077496528625;0.5789763331413269;1.407819390296936
26;0.9440491199493408;0.183104008436203;0.6034672260284424;1.3362764120101929
27;0.9463270902633667;0.17466671764850616;0.6293340921401978;1.1858808994293213
28;0.94948810338974;0.1656993180513382;0.6846449971199036;1.0458087921142578
29;0.9519068598747253;0.1588917076587677;0.6995046734809875;1.0057008266448975
30;0.954824686050415;0.15109914541244507;0.7061089873313904;0.998986542224884
31;0.9557461142539978;0.1449396014213562;0.7305998802185059;0.9151571393013
32;0.9567059278488159;0.13989390432834625;0.7369289994239807;0.9029695987701416
33;0.9587023258209229;0.13532868027687073;0.7443588376045227;0.8454020023345947
34;0.9610058665275574;0.12727288901805878;0.7407814860343933;0.8827530145645142
35;0.9623368382453918;0.12374735623598099;0.7517886757850647;0.8143921494483948
36;0.9631686806678772;0.12017136812210083;0.7627958059310913;0.8172580003738403
37;0.9640005230903625;0.11629027128219604;0.7652724385261536;0.7710874080657959
38;0.9668415784835815;0.10949597507715225;0.7589433193206787;0.8375874757766724
39;0.9669695496559143;0.10863860696554184;0.7658227682113647;0.8148966431617737
40;0.9676094055175781;0.10617757588624954;0.7735278010368347;0.7943475842475891
41;0.9695162773132324;0.09944957494735718;0.7749037146568298;0.8212753534317017
42;0.9696698188781738;0.09771651029586792;0.7765547633171082;0.7495660781860352
43;0.9716150760650635;0.0936412662267685;0.7867363691329956;0.7509686350822449
44;0.9724212884902954;0.09132387489080429;0.7820583581924438;0.7626264691352844
45;0.9728947877883911;0.08732013404369354;0.7806824445724487;0.7795072793960571
46;0.9743025302886963;0.08465731143951416;0.7804072499275208;0.7548677921295166
47;0.9744049310684204;0.08154115080833435;0.7914144396781921;0.7216227650642395
48;0.9749296307563782;0.08121094107627869;0.7795817255973816;0.7831488847732544
49;0.9758638143539429;0.07806472480297089;0.7773802876472473;0.7833153605461121
50;0.9762861728668213;0.07618498802185059;0.7834342122077942;0.758560299873352
51;0.977604329586029;0.07336769253015518;0.7894881963729858;0.7280431985855103
52;0.9782185554504395;0.072050079703331;0.7853604555130005;0.768921434879303
53;0.9777066707611084;0.07058491557836533;0.8015960454940796;0.711588442325592
54;0.9792807698249817;0.06656313687562943;0.7908640503883362;0.757914125919342
55;0.9794471263885498;0.06776170432567596;0.7927902936935425;0.7602091431617737
56;0.9800102114677429;0.06518643349409103;0.8002201318740845;0.7227814793586731
57;0.9799462556838989;0.0636199414730072;0.7958172559738159;0.7475118637084961
58;0.9807140827178955;0.06148866191506386;0.8059989213943481;0.6858572363853455
59;0.9816738963127136;0.05972408130764961;0.7982938885688782;0.741963267326355
60;0.9830304384231567;0.0569344237446785;0.8106769323348999;0.692069411277771
61;0.982160210609436;0.0559571236371994;0.797468364238739;0.745347261428833
62;0.9830176830291748;0.0549033097922802;0.804623007774353;0.7229605317115784
63;0.9837343096733093;0.052980538457632065;0.804347813129425;0.6993946433067322
64;0.9840158820152283;0.05307217314839363;0.8070996403694153;0.7167984247207642
65;0.9831328392028809;0.053107134997844696;0.8093010187149048;0.6754487752914429
66;0.9838495254516602;0.05160747841000557;0.8139790892601013;0.6863590478897095
67;0.9847325086593628;0.04957793653011322;0.8082003593444824;0.6986193656921387
68;0.9847837090492249;0.0489138588309288;0.8070996403694153;0.6971807479858398
69;0.9849885106086731;0.04712613299489021;0.8013208508491516;0.7128064632415771
70;0.9856027364730835;0.04596858099102974;0.812052845954895;0.7253828048706055
71;0.9859226942062378;0.04522676765918732;0.804623007774353;0.7187658548355103
72;0.9863322377204895;0.044303227216005325;0.8126031756401062;0.74495530128479
73;0.9865241646766663;0.04273671656847;0.8112273216247559;0.715254008769989
74;0.9864473938941956;0.043382350355386734;0.8035222887992859;0.6995616555213928
75;0.9865497946739197;0.04256582260131836;0.8142542839050293;0.7013323903083801
76;0.9875735640525818;0.040966033935546875;0.8139790892601013;0.7165719866752625
77;0.9875863790512085;0.04014310985803604;0.811777651309967;0.7128524780273438
78;0.9882646799087524;0.03908354043960571;0.8128783702850342;0.716168999671936
79;0.9883542656898499;0.03777550160884857;0.8082003593444824;0.7063754200935364
80;0.9880086779594421;0.03815130144357681;0.8156301379203796;0.6779663562774658
81;0.9883926510810852;0.037586014717817307;0.8167308568954468;0.6939570903778076
82;0.9891732931137085;0.03519215062260628;0.811777651309967;0.7156215906143188
83;0.9891220927238464;0.03481816500425339;0.8181067705154419;0.7304932475090027
84;0.9890837073326111;0.03480946645140648;0.8178315758705139;0.7208446860313416
85;0.9890453219413757;0.03423336520791054;0.8164557218551636;0.7417553067207336
86;0.9895316362380981;0.03389108553528786;0.8073747754096985;0.7463781237602234
87;0.989825963973999;0.0327099934220314;0.8010456562042236;0.7314882874488831
88;0.9891220927238464;0.03409591317176819;0.8134286999702454;0.729476273059845
89;0.9902994632720947;0.03164081275463104;0.8131535649299622;0.729645311832428
90;0.9902994632720947;0.03075399249792099;0.812052845954895;0.765496015548706
91;0.9901586771011353;0.03098953142762184;0.8134286999702454;0.7578135132789612
92;0.9902994632720947;0.031238548457622528;0.8142542839050293;0.7405335903167725
93;0.9905170202255249;0.030498940497636795;0.8227847814559937;0.7402120232582092
94;0.9909777045249939;0.02853512391448021;0.818932294845581;0.7205091118812561
95;0.9911696910858154;0.028926435858011246;0.8167308568954468;0.7258400321006775
96;0.9912080764770508;0.02769169956445694;0.8208585381507874;0.735722005367279
97;0.9911057353019714;0.02779873088002205;0.8106769323348999;0.78905189037323
98;0.9914384484291077;0.02698843739926815;0.8225096464157104;0.7462291121482849
99;0.9915919899940491;0.02607952058315277;0.8172812461853027;0.7697803378105164
100;0.9925646185874939;0.02476944960653782;0.8183819651603699;0.764780580997467
101;0.9917327761650085;0.025403637439012527;0.8252614140510559;0.7241537570953369
102;0.9920527338981628;0.025338320061564445;0.8205834031105042;0.7397081255912781
103;0.9922574758529663;0.024345358833670616;0.8115024566650391;0.7761738300323486
104;0.9924366474151611;0.023973966017365456;0.8115024566650391;0.7494418025016785
105;0.9925006628036499;0.024225860834121704;0.8161805272102356;0.7648428678512573
106;0.992615818977356;0.024308325722813606;0.8178315758705139;0.730828583240509
107;0.9928717613220215;0.022858010604977608;0.8150798082351685;0.7740796208381653
108;0.9925774335861206;0.023096511140465736;0.8167308568954468;0.7707778811454773
109;0.992730975151062;0.02256871946156025;0.8186571002006531;0.7428892850875854
